Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Diphones-fr: A French database of diphone positional frequency","Behavior Research Methods","","45","3","10.3758/s13428-012-0285-y","Boris NewElsa Spinelli","2013","http://link.springer.com/article/10.3758/s13428-012-0285-y","Article"
"NIM: A Web-based Swiss army knife to select stimuli for psycholinguistic studies","Behavior Research Methods","","45","3","10.3758/s13428-012-0296-8","Marc GuaschRoger BoadaPilar FerréRosa Sánchez-Casas","2013","http://link.springer.com/article/10.3758/s13428-012-0296-8","Article"
"Testing the cognitive relevance of a geometric model on a word association task: A comparison of humans, ACOM, and LSA","Behavior Research Methods","","40","4","10.3758/BRM.40.4.926","Hyngsuk JiBenoît LemaireHyunseung ChooSabine Ploux","2008","http://link.springer.com/article/10.3758/BRM.40.4.926","Article"
"Grounding co-occurrence: Identifying features in a lexical co-occurrence model of semantic memory","Behavior Research Methods","","41","4","10.3758/BRM.41.4.1210","Kevin DurdaLori BuchananRichard Caron","2009","http://link.springer.com/article/10.3758/BRM.41.4.1210","Article"
"Manulex-infra: Distributional characteristics of grapheme—phoneme mappings, and infralexical and lexical units in child-directed written material","Behavior Research Methods","","39","3","10.3758/BF03193029","Ronald PeeremanBernard LétéLiliane Sprenger-Charolles","2007","http://link.springer.com/article/10.3758/BF03193029","Article"
"The Tool for the Automatic Analysis of Cohesion 2.0: Integrating semantic similarity and text overlap","Behavior Research Methods","","51","1","10.3758/s13428-018-1142-4","Scott A. CrossleyKristopher KyleMihai Dascalu","2019","http://link.springer.com/article/10.3758/s13428-018-1142-4","Article"
"Cantonese AphasiaBank: An annotated database of spoken discourse and co-verbal gestures by healthy and language-impaired native Cantonese speakers","Behavior Research Methods","","51","3","10.3758/s13428-018-1043-6","Anthony Pak-Hin KongSam-Po Law","2019","http://link.springer.com/article/10.3758/s13428-018-1043-6","Article"
"Natural language processing in an intelligent writing strategy tutoring system","Behavior Research Methods","","45","2","10.3758/s13428-012-0258-1","Danielle S. McNamaraScott A. CrossleyRod Roscoe","2013","http://link.springer.com/article/10.3758/s13428-012-0258-1","Article"
"Understanding spoken language through TalkBank","Behavior Research Methods","","","","10.3758/s13428-018-1174-9","Brian MacWhinney","2018","http://link.springer.com/article/10.3758/s13428-018-1174-9","Article"
"Worldlex: Twitter and blog word frequencies for 66 languages","Behavior Research Methods","","48","3","10.3758/s13428-015-0621-0","Manuel GimenesBoris New","2016","http://link.springer.com/article/10.3758/s13428-015-0621-0","Article"
"The Semantic Librarian: A search engine built from vector-space models of semantics","Behavior Research Methods","","","","10.3758/s13428-019-01268-4","Harinder AujlaMatthew J. C. CrumpMatthew T. CookRandall K. Jamieson","2019","http://link.springer.com/article/10.3758/s13428-019-01268-4","Article"
"Empirically derived probabilities for grapheme-to-phoneme correspondences in english","Behavior Research Methods, Instruments, & Computers","","19","1","10.3758/BF03207663","Rita Sloan BerndtJames A. ReggiaCharlotte C. Mitchum","1987","http://link.springer.com/article/10.3758/BF03207663","Article"
"Children’s emotional norms for 600 French words","Behavior Research Methods","","41","1","10.3758/BRM.41.1.213","Arielle SyssauCatherine Monnier","2009","http://link.springer.com/article/10.3758/BRM.41.1.213","Article"
"Computer assessment of interview data using latent semantic analysis","Behavior Research Methods","","40","1","10.3758/BRM.40.1.8","Gregory DamStefan Kaufmann","2008","http://link.springer.com/article/10.3758/BRM.40.1.8","Article"
"The Glasgow Norms: Ratings of 5,500 words on nine scales","Behavior Research Methods","","51","3","10.3758/s13428-018-1099-3","Graham G. ScottAnne KeitelMarc BecirspahicBo YaoSara C. Sereno","2019","http://link.springer.com/article/10.3758/s13428-018-1099-3","Article"
"How well do word recognition measures correlate? Effects of language context and repeated presentations","Behavior Research Methods","","","","10.3758/s13428-018-1158-9","Nicolas DirixMarc BrysbaertWouter Duyck","2018","http://link.springer.com/article/10.3758/s13428-018-1158-9","Article"
"Checking and bootstrapping lexical norms by means of word similarity indexes","Behavior Research Methods","","44","4","10.3758/s13428-012-0195-z","Yves BestgenNadja Vincze","2012","http://link.springer.com/article/10.3758/s13428-012-0195-z","Article"
"Association norms for German noun compounds and their constituents","Behavior Research Methods","","47","4","10.3758/s13428-014-0539-y","Sabine Schulte im WaldeSusanne R. Borgwaldt","2015","http://link.springer.com/article/10.3758/s13428-014-0539-y","Article"
"Semantic diversity: A measure of semantic ambiguity based on variability in the contextual usage of words","Behavior Research Methods","","45","3","10.3758/s13428-012-0278-x","Paul HoffmanMatthew A. Lambon RalphTimothy T. Rogers","2013","http://link.springer.com/article/10.3758/s13428-012-0278-x","Article"
"Introduction and application of the multiscale coefficient of variation analysis","Behavior Research Methods","","49","5","10.3758/s13428-016-0803-4","Drew H. AbneyChristopher T. KelloRamesh Balasubramaniam","2017","http://link.springer.com/article/10.3758/s13428-016-0803-4","Article"
"childes-db: A flexible and reproducible interface to the child language data exchange system","Behavior Research Methods","","","","10.3758/s13428-018-1176-7","Alessandro SanchezStephan C. MeylanMika BraginskyKyle E. MacDonaldDaniel YurovskyMichael C. Frank","2019","http://link.springer.com/article/10.3758/s13428-018-1176-7","Article"
"Conversation level syntax similarity metric","Behavior Research Methods","","50","3","10.3758/s13428-017-0926-2","Reihane BoghratiJoe HooverKate M. JohnsonJustin GartenMorteza Dehghani","2018","http://link.springer.com/article/10.3758/s13428-017-0926-2","Article"
"The components of paraphrase evaluations","Behavior Research Methods","","41","3","10.3758/BRM.41.3.682","Philip M. McCarthyRebekah H. GuessDanielle S. McNamara","2009","http://link.springer.com/article/10.3758/BRM.41.3.682","Article"
"Lexique 2 : A new French lexical database","Behavior Research Methods, Instruments, & Computers","","36","3","10.3758/BF03195598","Boris NewChristophe PallierMarc BrysbaertLudovic Ferrand","2004","http://link.springer.com/article/10.3758/BF03195598","Article"
"Using statistical smoothing to estimate the psycholinguistic acceptability of novel phrases","Behavior Research Methods","","40","1","10.3758/BRM.40.1.84","Matthew A. J. RobertsNick Chater","2008","http://link.springer.com/article/10.3758/BRM.40.1.84","Article"
"Group communication analysis: A computational linguistics approach for detecting sociocognitive roles in multiparty interactions","Behavior Research Methods","","51","3","10.3758/s13428-018-1102-z","Nia M. M. DowellTristan M. NixonArthur C. Graesser","2019","http://link.springer.com/article/10.3758/s13428-018-1102-z","Article"
"Grapheme—phoneme probabilities in British English","Behavior Research Methods, Instruments, & Computers","","35","1","10.3758/BF03195506","P. F. D. GontijoI. GontijoR. Shillcock","2003","http://link.springer.com/article/10.3758/BF03195506","Article"
"Corroborating biased indicators: Global and local agreement among objective and subjective estimates of printed word frequency","Behavior Research Methods","","41","2","10.3758/BRM.41.2.452","Glenn L. ThompsonAlain Desrochers","2009","http://link.springer.com/article/10.3758/BRM.41.2.452","Article"
"Semantic distance norms computed from an electronic dictionary (WordNet)","Behavior Research Methods, Instruments, & Computers","","36","3","10.3758/BF03195590","William S. MakiLauren N. McKinleyAmber G. Thompson","2004","http://link.springer.com/article/10.3758/BF03195590","Article"
"A comparison of homonym meaning frequency estimates derived from movie and television subtitles, free association, and explicit ratings","Behavior Research Methods","","51","3","10.3758/s13428-018-1107-7","Caitlin A. RiceBarend BeekhuizenVladimir DubrovskySuzanne StevensonBlair C. Armstrong","2019","http://link.springer.com/article/10.3758/s13428-018-1107-7","Article"
"The Minho Word Pool: Norms for imageability, concreteness, and subjective frequency for 3,800 Portuguese words","Behavior Research Methods","","49","3","10.3758/s13428-016-0767-4","Ana Paula SoaresAna Santos CostaJoão MachadoMontserrat ComesañaHelena Mendes Oliveira","2017","http://link.springer.com/article/10.3758/s13428-016-0767-4","Article"
"A database of orthography-semantics consistency (OSC) estimates for 15,017 English words","Behavior Research Methods","","50","4","10.3758/s13428-018-1017-8","Marco MarelliSimona Amenta","2018","http://link.springer.com/article/10.3758/s13428-018-1017-8","Article"
"The role of semantic transparency in visual word recognition of compound words: A megastudy approach","Behavior Research Methods","","","","10.3758/s13428-018-1143-3","Say Young KimMelvin J. YapWinston D. Goh","2018","http://link.springer.com/article/10.3758/s13428-018-1143-3","Article"
"A pool of 1,086 words with unique two-letter fragments","Behavior Research Methods, Instruments, & Computers","","20","4","10.3758/BF03202683","Janet M. GibsonMichael J. Watkins","1988","http://link.springer.com/article/10.3758/BF03202683","Article"
"Familiarity and pronounceability of nouns and names","Behavior Research Methods, Instruments, & Computers","","31","4","10.3758/BF03200740","Aimée M. SurprenantSusan L. HuraMary P. HarperLeah H. JamiesonGlenis LongScott M. ThedeAyasakanta RoutTsung-Hsiang HsuehStephen A. HockemaMichael T. JohnsonPramila N. SrinivasanChristopher M. WhiteJ. Brandon Laflen","1999","http://link.springer.com/article/10.3758/BF03200740","Article"
"Coh-Metrix: Analysis of text on cohesion and language","Behavior Research Methods, Instruments, & Computers","","36","2","10.3758/BF03195564","Arthur C. GraesserDanielle S. McNamaraMax M. LouwerseZhiqiang Cai","2004","http://link.springer.com/article/10.3758/BF03195564","Article"
"Subjective familiarity of English word/name homophones","Behavior Research Methods, Instruments, & Computers","","26","4","10.3758/BF03204656","D. H. WhalenElizabeth C. Zsiga","1994","http://link.springer.com/article/10.3758/BF03204656","Article"
"The CHIP framework: Automatic coding and analysis of parent-child conversational interaction","Behavior Research Methods, Instruments, & Computers","","22","2","10.3758/BF03203138","Jeffrey L. SokolovBrian MacWhinney","1990","http://link.springer.com/article/10.3758/BF03203138","Article"
"DiapixUK: task materials for the elicitation of multiple spontaneous speech dialogs","Behavior Research Methods","","43","3","10.3758/s13428-011-0075-y","Rachel BakerValerie Hazan","2011","http://link.springer.com/article/10.3758/s13428-011-0075-y","Article"
"RadicalLocator: A software tool for identifying the radicals in Chinese characters","Behavior Research Methods","","47","3","10.3758/s13428-014-0505-8","Lili YuErik D. ReichleMathew JonesSimon P. Liversedge","2015","http://link.springer.com/article/10.3758/s13428-014-0505-8","Article"
