Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Translation norms for English and Spanish: The role of lexical variables, word class, and L2 proficiency in negotiating translation ambiguity","Behavior Research Methods","","39","4","10.3758/BF03193001","Anat PriorBrian MacWhinneyJudith F. Kroll","2007","http://link.springer.com/article/10.3758/BF03193001","Article"
"First-order approximation to English, second-order approximation to English, and orthographic neighbor ratio norms for 925 nouns","Behavior Research Methods & Instrumentation","","13","6","10.3758/BF03207956","David C. Rubin","1981","http://link.springer.com/article/10.3758/BF03207956","Article"
"Word naming times and psycholinguistic norms for Italian nouns","Behavior Research Methods, Instruments, & Computers","","34","3","10.3758/BF03195471","Laura BarcaCristina BuraniLisa S. Arduino","2002","http://link.springer.com/article/10.3758/BF03195471","Article"
"Visual and auditory perceptual strength norms for 3,596 French nouns and their relationship with other psycholinguistic variables","Behavior Research Methods","","51","5","10.3758/s13428-019-01254-w","Georges ChedidSimona Maria BrambatiChristophe BedettiAmandine E. ReyMaximilliano A. WilsonGuillaume T. Vallet","2019","http://link.springer.com/article/10.3758/s13428-019-01254-w","Article"
"Portuguese category norms for children","Behavior Research Methods","","40","1","10.3758/BRM.40.1.177","Paula CarneiroPedro AlbuquerqueAngel Fernandez","2008","http://link.springer.com/article/10.3758/BRM.40.1.177","Article"
"A recodification of the Palermo and Jenkins word-association norms","Behavior Research Methods & Instrumentation","","5","1","10.3758/BF03200115","Kathleen K. BiersdorffRobert L. Solso","1973","http://link.springer.com/article/10.3758/BF03200115","Article"
"A Web-Based Archive of Norms, Stimuli, and Data","Behavior Research Methods, Instruments, & Computers","","36","3","10.3758/BF03195583","Jonathan Vaughan","2004","http://link.springer.com/article/10.3758/BF03195583","Article"
"A new set of 299 pictures for psycholinguistic studies: French norms for name agreement, image agreement, conceptual familiarity, visual complexity, image variability, age of acquisition, and naming latencies","Behavior Research Methods, Instruments, & Computers","","35","1","10.3758/BF03195507","Patrick BoninRonald PeeremanNathalie MalardierAlain MéotMarylène Chalard","2003","http://link.springer.com/article/10.3758/BF03195507","Article"
"British-English norms and naming times for a set of 539 pictures: The role of age of acquisition","Behavior Research Methods","","42","2","10.3758/BRM.42.2.461","Robert A. JohnstonKevin DentGlyn W. HumphreysChris Barry","2010","http://link.springer.com/article/10.3758/BRM.42.2.461","Article"
"Developmental picture norms: Relationships between name agreement, familiarity, and visual complexity for child and adult ratings of two sets of line drawings","Behavior Research Methods, Instruments, & Computers","","21","3","10.3758/BF03202800","Steven BermanDavid FriedmanMarla HambergerJoan Gay Snodgrass","1989","http://link.springer.com/article/10.3758/BF03202800","Article"
"Semantic feature production norms for a large set of objects and events","Behavior Research Methods","","40","1","10.3758/BRM.40.1.183","David P. VinsonGabriella Vigliocco","2008","http://link.springer.com/article/10.3758/BRM.40.1.183","Article"
"Taboo, emotionally valenced, and emotionally neutral word norms","Behavior Research Methods","","40","4","10.3758/BRM.40.4.1065","Kristin Janschewitz","2008","http://link.springer.com/article/10.3758/BRM.40.4.1065","Article"
"The “Small World of Words” English word association norms for over 12,000 cue words","Behavior Research Methods","","51","3","10.3758/s13428-018-1115-7","Simon De DeyneDanielle J. NavarroAmy PerforsMarc BrysbaertGert Storms","2019","http://link.springer.com/article/10.3758/s13428-018-1115-7","Article"
"Picture-naming norms for Canadian French: Name agreement, familiarity, visual complexity, and age of acquisition","Behavior Research Methods","","38","2","10.3758/BF03192781","Mélanie SiroisHelgard KreminHenri Cohen","2006","http://link.springer.com/article/10.3758/BF03192781","Article"
"Estimated age of acquisition norms for 834 Portuguese nouns and their relation with other psycholinguistic variables","Behavior Research Methods","","39","3","10.3758/BF03193013","J. Frederico MarquesFrancisca L. FonsecaSofia MoraisInês A. Pinto","2007","http://link.springer.com/article/10.3758/BF03193013","Article"
"Completion norms collected from younger and older adults for 198 sentence contexts","Behavior Research Methods, Instruments, & Computers","","28","1","10.3758/BF03203644","Marla J. HambergerDavid FriedmanJeffrey Rosen","1996","http://link.springer.com/article/10.3758/BF03203644","Article"
"Homograph norms: An alternative approach to determining meaning dominance","Behavior Research Methods","","42","4","10.3758/BRM.42.4.976","Nancy R. GeeShelly L. Harris","2010","http://link.springer.com/article/10.3758/BRM.42.4.976","Article"
"Meaning dominance norms for 120 homographs","Behavior Research Methods, Instruments, & Computers","","26","1","10.3758/BF03204557","Lisa A. Gawlick-GrendellDan J. Woltz","1994","http://link.springer.com/article/10.3758/BF03204557","Article"
"Characterization of the Affective Norms for English Words by discrete emotional categories","Behavior Research Methods","","39","4","10.3758/BF03192999","Ryan A. StevensonJoseph A. MikelsThomas W. James","2007","http://link.springer.com/article/10.3758/BF03192999","Article"
"Verbs in space: Axis and direction of motion norms for 299 English verbs","Behavior Research Methods","","41","2","10.3758/BRM.41.2.565","Lotte MeteyardGabriella Vigliocco","2009","http://link.springer.com/article/10.3758/BRM.41.2.565","Article"
"Dominance and typicality norms for properties: Convergent and discriminant validity","Behavior Research Methods & Instrumentation","","15","1","10.3758/BF03203434","Albert N. Katz","1983","http://link.springer.com/article/10.3758/BF03203434","Article"
"Psycholinguistic norms for action photographs in French and their relationships with spoken and written latencies","Behavior Research Methods, Instruments, & Computers","","36","1","10.3758/BF03195558","Patrick BoninBruno BoyerAlain MéotMichel FayolSylvie Droit","2004","http://link.springer.com/article/10.3758/BF03195558","Article"
"Norms of conceptual familiarity for 3,596 French nouns and their contribution in lexical decision","Behavior Research Methods","","51","5","10.3758/s13428-018-1106-8","Georges ChedidMaximilliano A. WilsonChristophe BedettiAmandine E. ReyGuillaume T. ValletSimona Maria Brambati","2019","http://link.springer.com/article/10.3758/s13428-018-1106-8","Article"
"WINDSOR: Windsor improved norms of distance and similarity of representations of semantics","Behavior Research Methods","","40","3","10.3758/BRM.40.3.705","Kevin DurdaLori Buchanan","2008","http://link.springer.com/article/10.3758/BRM.40.3.705","Article"
"The University of South Florida homograph norms","Behavior Research Methods & Instrumentation","","12","1","10.3758/BF03208320","Douglas L. NelsonCathy L. McEvoyJohn R. WallingJoseph W. Wheeler","1980","http://link.springer.com/article/10.3758/BF03208320","Article"
"Recall norms of common spaces and activities of college students","Behavior Research Methods, Instruments, & Computers","","22","1","10.3758/BF03203116","Darrell L. ButlerPaul M. Biner","1990","http://link.springer.com/article/10.3758/BF03203116","Article"
"The British Sign Language (BSL) norms for age of acquisition, familiarity, and iconicity","Behavior Research Methods","","40","4","10.3758/BRM.40.4.1079","David P. VinsonKearsy CormierTanya DenmarkAdam SchembriGabriella Vigliocco","2008","http://link.springer.com/article/10.3758/BRM.40.4.1079","Article"
"Norms for two types of manipulability (graspability and functional usage), familiarity, and age of acquisition for 320 photographs of objects","Behavior Research Methods","","42","1","10.3758/BRM.42.1.82","J. P. SalmonP. A. McMullenJ. H. Filliter","2010","http://link.springer.com/article/10.3758/BRM.42.1.82","Article"
"The University Of Colorado Meaning Norms","Behavior Research Methods, Instruments, & Computers","","16","4","10.3758/BF03202462","Carol A. NickersonDesmond S. Cartwright","1984","http://link.springer.com/article/10.3758/BF03202462","Article"
"The Spanish adaptation of ANEW (Affective Norms for English Words)","Behavior Research Methods","","39","3","10.3758/BF03193031","Jaime RedondoIsabel FragaIsabel PadrónMontserrat Comesaña","2007","http://link.springer.com/article/10.3758/BF03193031","Article"
"Free-association norms for the Spanish names of the Snodgrass and Vanderwart pictures","Behavior Research Methods, Instruments, & Computers","","36","3","10.3758/BF03195604","Angel FernandezEmiliano DiezMaría Angeles AlonsoMaría Soledad Beato","2004","http://link.springer.com/article/10.3758/BF03195604","Article"
"Contour-based object identification and segmentation: Stimuli, norms and data, and software tools","Behavior Research Methods, Instruments, & Computers","","36","4","10.3758/BF03206541","Joeri De WinterJohan Wagemans","2004","http://link.springer.com/article/10.3758/BF03206541","Article"
"Word prevalence norms for 62,000 English lemmas","Behavior Research Methods","","51","2","10.3758/s13428-018-1077-9","Marc BrysbaertPaweł ManderaSamantha F. McCormickEmmanuel Keuleers","2019","http://link.springer.com/article/10.3758/s13428-018-1077-9","Article"
"Completion norms for 112 Spanish sentences","Behavior Research Methods, Instruments, & Computers","","34","1","10.3758/BF03195431","Scott A. McDonaldMonica Tamariz","2002","http://link.springer.com/article/10.3758/BF03195431","Article"
"English semantic feature production norms: An extended database of 4436 concepts","Behavior Research Methods","","51","4","10.3758/s13428-019-01243-z","Erin M. BuchananK. D. ValentineNicholas P. Maxwell","2019","http://link.springer.com/article/10.3758/s13428-019-01243-z","Article"
"Au pairs are rarely male: Norms on the gender perception of role names across English, French, and German","Behavior Research Methods","","40","1","10.3758/BRM.40.1.206","Ute GabrielPascal GygaxOriane SarrasinAlan GarnhamJane Oakhill","2008","http://link.springer.com/article/10.3758/BRM.40.1.206","Article"
"Expanded norms for 400 experimental pictures in an Argentinean Spanish-speaking population","Behavior Research Methods","","42","2","10.3758/BRM.42.2.452","Laura ManoiloffMarcela ArtsteinMaría Belén CanavosoLaura FernándezJuan Segui","2010","http://link.springer.com/article/10.3758/BRM.42.2.452","Article"
"ListChecker Pro 1.2: A program designed to facilitate creating word lists using the University of South Florida word association norms","Behavior Research Methods","","42","4","10.3758/BRM.42.4.1012","Deborah K. Eakin","2010","http://link.springer.com/article/10.3758/BRM.42.4.1012","Article"
"Difficulty and familiarity norms for 192 single-solution word fragments","Behavior Research Methods, Instruments, & Computers","","19","4","10.3758/BF03202580","James R. EricksonCarol Renaud GaffneyWendy P. Heath","1987","http://link.springer.com/article/10.3758/BF03202580","Article"
"Psycholinguistic norms and face naming times for photographs of celebrities in French","Behavior Research Methods","","40","1","10.3758/BRM.40.1.137","Patrick BoninCyril PerretAlain MéotLudovic FerrandMartial Mermillod","2008","http://link.springer.com/article/10.3758/BRM.40.1.137","Article"
"A cross-culturally standardized set of pictures for younger and older adults: American and Chinese norms for name agreement, concept agreement, and familiarity","Behavior Research Methods, Instruments, & Computers","","36","4","10.3758/BF03206545","Carolyn YoonFred FeinbergTing LuoTrey HeddenAngela Hall GutchessHiu-Ying Mary ChenJoseph A. MikelsShulan JiaoDenise C. Park","2004","http://link.springer.com/article/10.3758/BF03206545","Article"
"Chinese characters: Semantic and phonetic regularity norms for China, Singapore, and Taiwan","Behavior Research Methods, Instruments, & Computers","","31","1","10.3758/BF03207706","Susan J. Rickard LiowSiok Keng TngCher Leng Lee","1999","http://link.springer.com/article/10.3758/BF03207706","Article"
"Objective age of acquisition for 223 Italian words: Norms and effects on picture naming speed","Behavior Research Methods","","42","1","10.3758/BRM.42.1.126","Lorella LottoLuca SurianRemo Job","2010","http://link.springer.com/article/10.3758/BRM.42.1.126","Article"
"Number-of-translation norms for Dutch—English translation pairs: A new tool for examining language production","Behavior Research Methods, Instruments, & Computers","","34","3","10.3758/BF03195472","Natasha TokowiczJudith F. KrollAnnette M. B. de GrootJanet G. van Hell","2002","http://link.springer.com/article/10.3758/BF03195472","Article"
"Motor content norms for 4,565 verbs in Spanish","Behavior Research Methods","","","","10.3758/s13428-019-01241-1","Romina A. San Miguel AbellaMaría González-Nosti","2019","http://link.springer.com/article/10.3758/s13428-019-01241-1","Article"
"Word naming and psycholinguistic norms: Chinese","Behavior Research Methods","","39","2","10.3758/BF03193147","Youyi LiuHua ShuPing Li","2007","http://link.springer.com/article/10.3758/BF03193147","Article"
"Prototypicality norms for 28 semantic categories","Behavior Research Methods & Instrumentation","","12","6","10.3758/BF03201848","Katherine M. UyedaGeorge Mandler","1980","http://link.springer.com/article/10.3758/BF03201848","Article"
"BatMon II: Children’s category norms for 33 categories","Behavior Research Methods","","38","3","10.3758/BF03192808","Heather L. PriceDeborah A. Connolly","2006","http://link.springer.com/article/10.3758/BF03192808","Article"
"Age-of-acquisition, imagery, familiarity and meaningfulness norms for 543 words","Behavior Research Methods & Instrumentation","","7","1","10.3758/BF03201278","R. Paul StrationKenneth A. JacobusBonnie Brinley","1975","http://link.springer.com/article/10.3758/BF03201278","Article"
"Objective age of acquisition norms for a set of 328 words in Spanish","Behavior Research Methods","","39","3","10.3758/BF03193006","Bernardo ÁlvarezFernando Cuetos","2007","http://link.springer.com/article/10.3758/BF03193006","Article"
"Sentence-final word completion norms for European Portuguese children and adolescents","Behavior Research Methods","","42","4","10.3758/BRM.42.4.1022","Ana P. PinheiroAna P. SoaresMontserrat ComesañaMargaret NiznikiewiczÓscar F. Gonçalves","2010","http://link.springer.com/article/10.3758/BRM.42.4.1022","Article"
"Affective norms for 210 British English and Finnish nouns","Behavior Research Methods","","42","1","10.3758/BRM.42.1.134","Tiina M. EilolaJelena Havelka","2010","http://link.springer.com/article/10.3758/BRM.42.1.134","Article"
"Semantic distance norms computed from an electronic dictionary (WordNet)","Behavior Research Methods, Instruments, & Computers","","36","3","10.3758/BF03195590","William S. MakiLauren N. McKinleyAmber G. Thompson","2004","http://link.springer.com/article/10.3758/BF03195590","Article"
"Modality exclusivity norms for 423 object properties","Behavior Research Methods","","41","2","10.3758/BRM.41.2.558","Dermot LynottLouise Connell","2009","http://link.springer.com/article/10.3758/BRM.41.2.558","Article"
"Completion norms for 40 three-letter word stems","Behavior Research Methods, Instruments, & Computers","","19","5","10.3758/BF03205611","Peter GrafDiane Williams","1987","http://link.springer.com/article/10.3758/BF03205611","Article"
"Category norms for 500 Spanish words in five semantic categories","Behavior Research Methods","","37","3","10.3758/BF03192708","Cristina IzuraNatividad Hernández-MuÑozAndrew W. Ellis","2005","http://link.springer.com/article/10.3758/BF03192708","Article"
"The University of South Florida free association, rhyme, and word fragment norms","Behavior Research Methods, Instruments, & Computers","","36","3","10.3758/BF03195588","Douglas L. NelsonCathy L. McEvoyThomas A. Schreiber","2004","http://link.springer.com/article/10.3758/BF03195588","Article"
"Psychological norms for simple three-line graphic shapes","Behavior Research Methods","","39","4","10.3758/BF03192998","William A. KealyAlbert D. RitzhauptCameron Spears","2007","http://link.springer.com/article/10.3758/BF03192998","Article"
"British English norms for the spontaneous completion of three-letter word stems","Behavior Research Methods","","42","2","10.3758/BRM.42.2.470","Ellen M. MigoAdrian RoperDaniela MontaldiAndrew R. Mayes","2010","http://link.springer.com/article/10.3758/BRM.42.2.470","Article"
"ANGST: Affective norms for German sentiment terms, derived from the affective norms for English words","Behavior Research Methods","","46","4","10.3758/s13428-013-0426-y","David S. SchmidtkeTobias SchröderArthur M. JacobsMarkus Conrad","2014","http://link.springer.com/article/10.3758/s13428-013-0426-y","Article"
"When is best-worst best? A comparison of best-worst scaling, numeric estimation, and rating scales for collection of semantic norms","Behavior Research Methods","","50","1","10.3758/s13428-017-1009-0","Geoff HollisChris Westbury","2018","http://link.springer.com/article/10.3758/s13428-017-1009-0","Article"
"General knowledge norms: Updated and expanded from the Nelson and Narens (1980) norms","Behavior Research Methods","","45","4","10.3758/s13428-012-0307-9","Sarah K. TauberJohn DunloskyKatherine A. RawsonMatthew G. RhodesDanielle M. Sitzman","2013","http://link.springer.com/article/10.3758/s13428-012-0307-9","Article"
"A set of 254 Snodgrass-Vanderwart pictures standardized for Spanish: Norms for name agreement, image agreement, familiarity, and visual complexity","Behavior Research Methods, Instruments, & Computers","","28","4","10.3758/BF03200541","M. Carmen SanfeliuAngel Fernandez","1996","http://link.springer.com/article/10.3758/BF03200541","Article"
"Timed picture naming: Extended norms and validation against previous studies","Behavior Research Methods, Instruments, & Computers","","35","4","10.3758/BF03195542","Anna SzékelySimonetta D’AmicoAntonella DevescoviKara FedermeierDan HerronGowri IyerThomas JacobsenElizabeth Bates","2003","http://link.springer.com/article/10.3758/BF03195542","Article"
"An on-line task for contrasting auditory processing in the verbal and nonverbal domains and norms for younger and older adults","Behavior Research Methods","","37","1","10.3758/BF03206403","Ayşe Pinar SayginFrederic DickElizabeth Bates","2005","http://link.springer.com/article/10.3758/BF03206403","Article"
"Naming times and standardized norms for the italian PD/DPSS set of 266 pictures: Direct comparisons with American, English, French, and Spanish published databases","Behavior Research Methods, Instruments, & Computers","","32","4","10.3758/BF03200832","Roberto Dell’acquaLorella LottoRemo Job","2000","http://link.springer.com/article/10.3758/BF03200832","Article"
"Measuring symbol and icon characteristics: Norms for concreteness, complexity, meaningfulness, familiarity, and semantic distance for 239 symbols","Behavior Research Methods, Instruments, & Computers","","31","3","10.3758/BF03200730","Siné J. P. McdougallMartin B. CurryOscar de Bruijn","1999","http://link.springer.com/article/10.3758/BF03200730","Article"
"A set of 400 pictures standardized for French: Norms for name agreement, image agreement, familiarity, visual complexity, image variability, and age of acquisition","Behavior Research Methods, Instruments, & Computers","","31","3","10.3758/BF03200732","F.-Xavier AlarioLudovic Ferrand","1999","http://link.springer.com/article/10.3758/BF03200732","Article"
"Norms for words that rhyme","Behavior Research Methods, Instruments, & Computers","","26","3","10.3758/BF03204638","Terry M. Libkuman","1994","http://link.springer.com/article/10.3758/BF03204638","Article"
"The Toronto Word Pool: Norms for imagery, concreteness, orthographic variables, and grammatical usage for 1,080 words","Behavior Research Methods & Instrumentation","","14","4","10.3758/BF03203275","Michael FriendlyPatricia E. FranklinDavid HoffmanDavid C. Rubin","1982","http://link.springer.com/article/10.3758/BF03203275","Article"
"Test-based age-of-acquisition norms for 44 thousand English word meanings","Behavior Research Methods","","49","4","10.3758/s13428-016-0811-4","Marc BrysbaertAndrew Biemiller","2017","http://link.springer.com/article/10.3758/s13428-016-0811-4","Article"
"Discrete emotion norms for nouns: Berlin affective word list (DENN–BAWL)","Behavior Research Methods","","43","2","10.3758/s13428-011-0059-y","Benny B. BriesemeisterLars KuchinkeArthur M. Jacobs","2011","http://link.springer.com/article/10.3758/s13428-011-0059-y","Article"
"Subjective age-of-acquisition norms for 7,039 Spanish words","Behavior Research Methods","","47","1","10.3758/s13428-014-0454-2","María Angeles AlonsoAngel FernandezEmiliano Díez","2015","http://link.springer.com/article/10.3758/s13428-014-0454-2","Article"
"A standardized set of 260 pictures for Turkish: Norms of name and image agreement, age of acquisition, visual complexity, and conceptual familiarity","Behavior Research Methods","","46","2","10.3758/s13428-013-0376-4","Ilhan RamanEvren RamanBiran Mertan","2014","http://link.springer.com/article/10.3758/s13428-013-0376-4","Article"
"The Provo Corpus: A large eye-tracking corpus with predictability norms","Behavior Research Methods","","50","2","10.3758/s13428-017-0908-4","Steven G. LukeKiel Christianson","2018","http://link.springer.com/article/10.3758/s13428-017-0908-4","Article"
"Subjective age-of-acquisition norms for 4,640 verbs in Spanish","Behavior Research Methods","","48","4","10.3758/s13428-015-0675-z","María Ángeles AlonsoEmiliano DíezAngel Fernandez","2016","http://link.springer.com/article/10.3758/s13428-015-0675-z","Article"
"Predictors of photo naming: Dutch norms for 327 photos","Behavior Research Methods","","48","2","10.3758/s13428-015-0613-0","Zeshu ShaoJulia Stiegert","2016","http://link.springer.com/article/10.3758/s13428-015-0613-0","Article"
"Emotional norms for 524 French personality trait words","Behavior Research Methods","","45","2","10.3758/s13428-012-0276-z","François RicTheodore AlexopoulosDominique MullerBenoîte Aubé","2013","http://link.springer.com/article/10.3758/s13428-012-0276-z","Article"
"Cross-modal validation of the Leipzig Affective Norms for German (LANG)","Behavior Research Methods","","43","2","10.3758/s13428-010-0048-6","Philipp KanskeSonja A. Kotz","2011","http://link.springer.com/article/10.3758/s13428-010-0048-6","Article"
"Descriptive norms for 350 Chinese idioms with seven syntactic structures","Behavior Research Methods","","48","4","10.3758/s13428-015-0692-y","Degao LiYu ZhangXiaolu Wang","2016","http://link.springer.com/article/10.3758/s13428-015-0692-y","Article"
"Humor norms for 4,997 English words","Behavior Research Methods","","50","3","10.3758/s13428-017-0930-6","Tomas EngelthalerThomas T. Hills","2018","http://link.springer.com/article/10.3758/s13428-017-0930-6","Article"
"Checking and bootstrapping lexical norms by means of word similarity indexes","Behavior Research Methods","","44","4","10.3758/s13428-012-0195-z","Yves BestgenNadja Vincze","2012","http://link.springer.com/article/10.3758/s13428-012-0195-z","Article"
"Oral frequency norms for 67,979 Spanish words","Behavior Research Methods","","43","2","10.3758/s13428-011-0062-3","María Angeles AlonsoAngel FernandezEmiliano Díez","2011","http://link.springer.com/article/10.3758/s13428-011-0062-3","Article"
"The Minho Word Pool: Norms for imageability, concreteness, and subjective frequency for 3,800 Portuguese words","Behavior Research Methods","","49","3","10.3758/s13428-016-0767-4","Ana Paula SoaresAna Santos CostaJoão MachadoMontserrat ComesañaHelena Mendes Oliveira","2017","http://link.springer.com/article/10.3758/s13428-016-0767-4","Article"
"The Centre for Speech, Language and the Brain (CSLB) concept property norms","Behavior Research Methods","","46","4","10.3758/s13428-013-0420-4","Barry J. DevereuxLorraine K. TylerJeroen GeertzenBilli Randall","2014","http://link.springer.com/article/10.3758/s13428-013-0420-4","Article"
